ts;mode;outdoor_temp;flow_temp;flow_set_temp;target_flow_temp;dhw_temp;dhw_set_temp;burner_active;burner_power;pump_active;pump_modulation;energy_total_kwh;energy_heat_kwh;energy_dhw_kwh;gas_display_m3
2026-06-22T00:00:24.201047+02:00;standby;25.5;30.5;5.0;25.0;55.3;10.0;0;0;0;0;16295.02;11280.08;5014.94;32423.031
2026-06-22T00:01:25.880820+02:00;standby;25.5;30.5;5.0;25.0;55.3;10.0;0;0;0;0;16295.02;11280.08;5014.94;32423.031
2026-06-22T00:02:26.674467+02:00;standby;25.5;30.5;5.0;25.0;55.3;10.0;0;0;0;0;16295.02;11280.08;5014.94;32423.031
2026-06-22T00:03:27.590782+02:00;standby;25.5;30.5;5.0;25.0;55.3;10.0;0;0;0;0;16295.02;11280.08;5014.94;32423.031
2026-06-22T00:04:28.326084+02:00;standby;25.5;30.5;5.0;25.0;55.3;10.0;0;0;0;0;16295.02;11280.08;5014.94;32423.031
2026-06-22T00:05:28.932810+02:00;standby;25.5;30.5;5.0;25.0;55.3;10.0;0;0;0;0;16295.02;11280.08;5014.94;32423.031
2026-06-22T00:06:29.487526+02:00;standby;25.5;30.5;5.0;25.0;55.3;10.0;0;0;0;0;16295.02;11280.08;5014.94;32423.031
2026-06-22T00:07:30.215541+02:00;standby;25.5;30.4;5.0;25.0;55.2;10.0;0;0;0;0;16295.02;11280.08;5014.94;32423.031
2026-06-22T00:08:30.828182+02:00;standby;25.5;30.5;5.0;25.0;55.2;10.0;0;0;0;0;16295.02;11280.08;5014.94;32423.031
2026-06-22T00:09:31.639221+02:00;standby;25.5;30.4;5.0;25.0;55.2;10.0;0;0;0;0;16295.02;11280.08;5014.94;32423.031
2026-06-22T00:10:32.703735+02:00;standby;25.5;30.4;5.0;25.0;55.2;10.0;0;0;0;0;16295.02;11280.08;5014.94;32423.031
2026-06-22T00:11:33.442225+02:00;standby;25.5;30.4;5.0;25.0;55.2;10.0;0;0;0;0;16295.02;11280.08;5014.94;32423.031
2026-06-22T00:12:34.614716+02:00;standby;24.9;30.4;5.0;25.0;55.2;10.0;0;0;0;0;16295.02;11280.08;5014.94;32423.031
2026-06-22T00:13:35.138211+02:00;standby;24.9;30.4;5.0;25.0;55.2;10.0;0;0;0;0;16295.02;11280.08;5014.94;32423.031
2026-06-22T00:14:35.691404+02:00;standby;24.9;30.4;5.0;25.0;55.2;10.0;0;0;0;0;16295.02;11280.08;5014.94;32423.031
2026-06-22T00:15:36.598538+02:00;standby;24.9;30.4;5.0;25.0;55.2;10.0;0;0;0;0;16295.02;11280.08;5014.94;32423.031
2026-06-22T00:16:37.214104+02:00;standby;24.9;30.4;5.0;25.0;55.2;10.0;0;0;0;0;16295.02;11280.08;5014.94;32423.031
2026-06-22T00:17:38.047219+02:00;standby;24.9;30.4;5.0;25.0;55.1;10.0;0;0;0;0;16295.02;11280.08;5014.94;32423.031
2026-06-22T00:18:38.754876+02:00;standby;24.9;30.2;5.0;25.0;55.2;10.0;0;0;0;0;16295.02;11280.08;5014.94;32423.031
2026-06-22T00:19:39.420190+02:00;standby;24.9;30.2;5.0;25.0;55.1;10.0;0;0;0;0;16295.02;11280.08;5014.94;32423.031
2026-06-22T00:20:39.903145+02:00;standby;24.9;30.2;5.0;25.0;55.1;10.0;0;0;0;0;16295.02;11280.08;5014.94;32423.031
2026-06-22T00:21:40.463031+02:00;standby;24.9;30.2;5.0;25.0;55.1;10.0;0;0;0;0;16295.02;11280.08;5014.94;32423.031
2026-06-22T00:22:41.137405+02:00;standby;24.9;30.2;5.0;25.0;55.1;10.0;0;0;0;0;16295.02;11280.08;5014.94;32423.031
