ts;mode;outdoor_temp;flow_temp;flow_set_temp;target_flow_temp;dhw_temp;dhw_set_temp;burner_active;burner_power;pump_active;pump_modulation;energy_total_kwh;energy_heat_kwh;energy_dhw_kwh;gas_display_m3
2026-05-18T00:00:41.623069+02:00;standby;12.7;28.5;29.0;29.0;56.3;10.0;0;0;1;37;16079.48;11252.36;4827.12;32401.416
2026-05-18T00:01:42.122121+02:00;standby;12.7;28.5;29.0;29.0;56.2;10.0;0;0;1;37;16079.48;11252.36;4827.12;32401.416
2026-05-18T00:02:42.659147+02:00;standby;12.7;28.5;29.0;29.0;56.2;10.0;0;0;1;37;16079.48;11252.36;4827.12;32401.416
2026-05-18T00:03:43.161850+02:00;standby;12.7;28.3;29.0;29.0;56.2;10.0;0;0;1;37;16079.48;11252.36;4827.12;32401.416
2026-05-18T00:04:43.862680+02:00;standby;12.7;28.5;29.0;29.0;56.2;10.0;0;0;1;37;16079.48;11252.36;4827.12;32401.416
2026-05-18T00:05:44.607808+02:00;standby;12.7;28.3;29.0;29.0;56.2;10.0;0;0;1;37;16079.48;11252.36;4827.12;32401.416
2026-05-18T00:06:45.929773+02:00;standby;12.7;28.3;29.0;29.0;56.2;10.0;0;0;1;37;16079.48;11252.36;4827.12;32401.416
2026-05-18T00:07:46.467178+02:00;standby;12.7;28.2;29.0;29.0;56.2;10.0;0;0;1;37;16079.48;11252.36;4827.12;32401.416
2026-05-18T00:08:47.205251+02:00;standby;12.7;28.2;29.0;29.0;56.2;10.0;0;0;1;37;16079.48;11252.36;4827.12;32401.416
2026-05-18T00:09:48.016453+02:00;standby;12.7;28.0;29.0;29.0;56.2;10.0;0;0;1;37;16079.48;11252.36;4827.12;32401.416
2026-05-18T00:10:48.632658+02:00;standby;12.7;28.0;29.0;29.0;56.2;10.0;0;0;1;37;16079.48;11252.36;4827.12;32401.416
2026-05-18T00:11:49.154696+02:00;standby;12.7;28.0;29.0;29.0;56.1;10.0;0;0;1;37;16079.48;11252.36;4827.12;32401.416
2026-05-18T00:12:49.876424+02:00;standby;12.7;27.9;29.0;29.0;56.1;10.0;0;0;1;37;16079.48;11252.36;4827.12;32401.416
2026-05-18T00:13:50.510801+02:00;standby;12.7;27.9;29.0;29.0;56.1;10.0;0;0;1;37;16079.48;11252.36;4827.12;32401.416
2026-05-18T00:14:51.115045+02:00;standby;12.7;27.9;29.0;29.0;56.1;10.0;0;0;1;37;16079.48;11252.36;4827.12;32401.416
2026-05-18T00:15:51.728356+02:00;standby;12.7;27.9;29.0;29.0;56.1;10.0;0;0;1;37;16079.48;11252.36;4827.12;32401.416
2026-05-18T00:16:52.349382+02:00;standby;12.7;27.7;29.0;29.0;56.1;10.0;0;0;1;37;16079.48;11252.36;4827.12;32401.416
2026-05-18T00:17:52.899347+02:00;standby;12.7;27.7;29.0;29.0;56.1;10.0;0;0;1;37;16079.48;11252.36;4827.12;32401.416
2026-05-18T00:18:53.783010+02:00;standby;12.7;27.7;29.0;29.0;56.1;10.0;0;0;1;37;16079.48;11252.36;4827.12;32401.416
2026-05-18T00:19:54.324054+02:00;standby;12.7;27.7;29.0;29.0;56.1;10.0;0;0;1;41;16079.48;11252.36;4827.12;32401.416
2026-05-18T00:20:54.855721+02:00;standby;12.7;27.6;29.0;29.0;56.1;10.0;0;0;1;41;16079.48;11252.36;4827.12;32401.416
2026-05-18T00:21:55.385488+02:00;standby;12.7;27.6;29.0;29.0;56.0;10.0;0;0;1;41;16079.48;11252.36;4827.12;32401.416
