ts;mode;outdoor_temp;flow_temp;flow_set_temp;target_flow_temp;dhw_temp;dhw_set_temp;burner_active;burner_power;pump_active;pump_modulation;energy_total_kwh;energy_heat_kwh;energy_dhw_kwh;gas_display_m3
2026-07-06T00:00:32.237318+02:00;standby;21.0;29.3;5.0;25.0;51.1;10.0;0;0;0;0;16356.05;11280.08;5075.97;32429.008
2026-07-06T00:01:32.859475+02:00;standby;21.0;29.3;5.0;25.0;51.1;10.0;0;0;0;0;16356.05;11280.08;5075.97;32429.008
2026-07-06T00:02:33.407425+02:00;standby;21.0;29.3;5.0;25.0;51.1;10.0;0;0;0;0;16356.05;11280.08;5075.97;32429.008
2026-07-06T00:03:33.866791+02:00;standby;21.0;29.3;5.0;25.0;51.1;10.0;0;0;0;0;16356.05;11280.08;5075.97;32429.008
2026-07-06T00:04:34.431909+02:00;standby;21.0;29.2;5.0;25.0;51.1;10.0;0;0;0;0;16356.05;11280.08;5075.97;32429.008
2026-07-06T00:05:34.958399+02:00;standby;21.0;29.2;5.0;25.0;51.1;10.0;0;0;0;0;16356.05;11280.08;5075.97;32429.008
2026-07-06T00:06:35.436379+02:00;standby;21.0;29.2;5.0;25.0;50.9;10.0;0;0;0;0;16356.05;11280.08;5075.97;32429.008
2026-07-06T00:07:36.051533+02:00;standby;21.0;29.2;5.0;25.0;50.9;10.0;0;0;0;0;16356.05;11280.08;5075.97;32429.008
2026-07-06T00:08:36.924577+02:00;standby;21.0;29.2;5.0;25.0;50.9;10.0;0;0;0;0;16356.05;11280.08;5075.97;32429.008
2026-07-06T00:09:37.949598+02:00;standby;21.0;29.2;5.0;25.0;50.9;10.0;0;0;0;0;16356.05;11280.08;5075.97;32429.008
2026-07-06T00:10:38.845813+02:00;standby;21.0;29.2;5.0;25.0;50.9;10.0;0;0;0;0;16356.05;11280.08;5075.97;32429.008
2026-07-06T00:11:40.419173+02:00;standby;21.0;29.2;5.0;25.0;50.9;10.0;0;0;0;0;16356.05;11280.08;5075.97;32429.008
2026-07-06T00:12:41.010101+02:00;standby;21.0;29.2;5.0;25.0;50.9;10.0;0;0;0;0;16356.05;11280.08;5075.97;32429.008
2026-07-06T00:13:41.526967+02:00;standby;21.0;29.2;5.0;25.0;50.9;10.0;0;0;0;0;16356.05;11280.08;5075.97;32429.008
2026-07-06T00:14:42.049400+02:00;standby;21.0;29.2;5.0;25.0;50.9;10.0;0;0;0;0;16356.05;11280.08;5075.97;32429.008
2026-07-06T00:15:42.671238+02:00;standby;21.0;29.2;5.0;25.0;50.9;10.0;0;0;0;0;16356.05;11280.08;5075.97;32429.008
2026-07-06T00:16:43.202804+02:00;standby;21.0;29.2;5.0;25.0;50.8;10.0;0;0;0;0;16356.05;11280.08;5075.97;32429.008
2026-07-06T00:17:43.711588+02:00;standby;21.0;29.2;5.0;25.0;50.8;10.0;0;0;0;0;16356.05;11280.08;5075.97;32429.008
2026-07-06T00:18:45.593592+02:00;standby;21.2;29.2;5.0;25.0;50.8;10.0;0;0;0;0;16356.05;11280.08;5075.97;32429.008
2026-07-06T00:19:46.038284+02:00;standby;21.2;29.2;5.0;25.0;50.8;10.0;0;0;0;0;16356.05;11280.08;5075.97;32429.008
2026-07-06T00:20:46.513917+02:00;standby;21.2;29.2;5.0;25.0;50.8;10.0;0;0;0;0;16356.05;11280.08;5075.97;32429.008
2026-07-06T00:21:47.013479+02:00;standby;21.2;29.2;5.0;25.0;50.8;10.0;0;0;0;0;16356.05;11280.08;5075.97;32429.008
2026-07-06T00:22:47.526361+02:00;standby;21.2;29.2;5.0;25.0;50.8;10.0;0;0;0;0;16356.05;11280.08;5075.97;32429.008
2026-07-06T00:23:48.047445+02:00;standby;21.2;29.2;5.0;25.0;50.8;10.0;0;0;0;0;16356.05;11280.08;5075.97;32429.008
2026-07-06T00:24:48.944744+02:00;standby;21.2;29.2;5.0;25.0;50.8;10.0;0;0;0;0;16356.05;11280.08;5075.97;32429.008
2026-07-06T00:25:49.549444+02:00;standby;21.2;29.2;5.0;25.0;50.8;10.0;0;0;0;0;16356.05;11280.08;5075.97;32429.008
2026-07-06T00:26:49.983926+02:00;standby;21.2;29.2;5.0;25.0;50.8;10.0;0;0;0;0;16356.05;11280.08;5075.97;32429.008
2026-07-06T00:27:50.431286+02:00;standby;21.2;29.2;5.0;25.0;50.7;10.0;0;0;0;0;16356.05;11280.08;5075.97;32429.008
2026-07-06T00:28:50.945705+02:00;standby;21.2;29.0;5.0;25.0;50.7;10.0;0;0;0;0;16356.05;11280.08;5075.97;32429.008
